name,light,scene,environment
Snap-9086.czi,0,606,YPGal_DAY3
Snap-9087.czi,1,606,YPGal_DAY3
Snap-9088.czi,0,607,YPGal_DAY3
Snap-9089.czi,1,607,YPGal_DAY3
Snap-9090.czi,0,608,YPGal_DAY3
Snap-9091.czi,1,608,YPGal_DAY3
Snap-9092.czi,0,609,YPGal_DAY3
Snap-9093.czi,1,609,YPGal_DAY3
Snap-9094.czi,0,610,YPGal_DAY3
Snap-9095.czi,1,610,YPGal_DAY3
Snap-9096.czi,0,611,YPGal_DAY3
Snap-9097.czi,1,611,YPGal_DAY3
Snap-9098.czi,0,612,YPGal_DAY3
Snap-9099.czi,1,612,YPGal_DAY3
Snap-9100.czi,0,613,YPGal_DAY3
Snap-9101.czi,1,613,YPGal_DAY3
Snap-9102.czi,0,614,YPGal_DAY3
Snap-9103.czi,1,614,YPGal_DAY3
Snap-9104.czi,0,615,YPGal_DAY3
Snap-9105.czi,1,615,YPGal_DAY3
Snap-9106.czi,0,616,YPGal_DAY3
Snap-9107.czi,1,616,YPGal_DAY3
Snap-9108.czi,0,617,YPGal_DAY3
Snap-9109.czi,1,617,YPGal_DAY3
Snap-9110.czi,0,618,YPGal_DAY3
Snap-9111.czi,1,618,YPGal_DAY3
Snap-9112.czi,0,619,YPGal_DAY3
Snap-9113.czi,1,619,YPGal_DAY3
Snap-9114.czi,0,620,YPGal_DAY3
Snap-9115.czi,1,620,YPGal_DAY3
Snap-9116.czi,0,621,YPGal_DAY3
Snap-9117.czi,1,621,YPGal_DAY3
Snap-9118.czi,0,622,YPGal_DAY3
Snap-9119.czi,1,622,YPGal_DAY3
Snap-9120.czi,0,623,YPGal_DAY3
Snap-9121.czi,1,623,YPGal_DAY3
Snap-9122.czi,0,624,YPGal_DAY3
Snap-9123.czi,1,624,YPGal_DAY3
Snap-8176.czi,0,625,YPGly
Snap-8177.czi,1,625,YPGly
Snap-8178.czi,0,626,YPGly
Snap-8179.czi,1,626,YPGly
Snap-8180.czi,0,627,YPGly
Snap-8181.czi,1,627,YPGly
Snap-8182.czi,0,628,YPGly
Snap-8183.czi,1,628,YPGly
Snap-8184.czi,0,629,YPGly
Snap-8185.czi,1,629,YPGly
Snap-8186.czi,0,630,YPGly
Snap-8187.czi,1,630,YPGly
Snap-8188.czi,0,631,YPGly
Snap-8189.czi,1,631,YPGly
Snap-8190.czi,0,632,YPGly
Snap-8191.czi,1,632,YPGly
Snap-8192.czi,0,633,YPGly
Snap-8193.czi,1,633,YPGly
Snap-8194.czi,0,634,YPGly
Snap-8195.czi,1,634,YPGly
Snap-8196.czi,0,635,YPGly
Snap-8197.czi,1,635,YPGly
Snap-8198.czi,0,636,YPGly
Snap-8199.czi,1,636,YPGly
Snap-8200.czi,0,637,YPGly
Snap-8201.czi,1,637,YPGly
Snap-8202.czi,0,638,YPGly
Snap-8203.czi,1,638,YPGly
Snap-8204.czi,0,639,YPGly
Snap-8205.czi,1,639,YPGly
Snap-8206.czi,0,640,YPGly
Snap-8207.czi,1,640,YPGly
Snap-8208.czi,0,641,YPGly
Snap-8209.czi,1,641,YPGly
Snap-8210.czi,0,642,YPGly
Snap-8211.czi,1,642,YPGly
Snap-8212.czi,0,643,YPGly
Snap-8213.czi,1,643,YPGly
Snap-8214.czi,0,644,YPGly
Snap-8215.czi,1,644,YPGly
Snap-8216.czi,0,645,YPGly
Snap-8217.czi,1,645,YPGly
Snap-8218.czi,0,646,YPGly
Snap-8219.czi,1,646,YPGly
Snap-8220.czi,0,647,YPGly
Snap-8221.czi,1,647,YPGly
Snap-8222.czi,0,648,YPGly
Snap-8223.czi,1,648,YPGly
Snap-8224.czi,0,649,YPGly
Snap-8225.czi,1,649,YPGly
Snap-8226.czi,0,650,YPGly
Snap-8227.czi,1,650,YPGly
Snap-8228.czi,0,651,YPGly
Snap-8229.czi,1,651,YPGly
Snap-8230.czi,0,652,YPGly
Snap-8231.czi,1,652,YPGly
Snap-8232.czi,0,653,YPGly
Snap-8233.czi,1,653,YPGly
Snap-8234.czi,0,654,YPGly
Snap-8235.czi,1,654,YPGly
Snap-8236.czi,0,655,YPGly
Snap-8237.czi,1,655,YPGly
Snap-8238.czi,0,656,YPGly
Snap-8239.czi,1,656,YPGly
Snap-8240.czi,0,657,YPGly
Snap-8241.czi,1,657,YPGly
Snap-8242.czi,0,658,YPGly
Snap-8243.czi,1,658,YPGly
Snap-8244.czi,0,659,YPGly
Snap-8245.czi,1,659,YPGly
Snap-8246.czi,0,660,YPGly
Snap-8247.czi,1,660,YPGly
Snap-8441.czi,0,661,YPGly_DAY1
Snap-8442.czi,1,661,YPGly_DAY1
Snap-8443.czi,0,662,YPGly_DAY1
Snap-8444.czi,1,662,YPGly_DAY1
Snap-8445.czi,0,663,YPGly_DAY1
Snap-8446.czi,1,663,YPGly_DAY1
Snap-8447.czi,0,664,YPGly_DAY1
Snap-8448.czi,1,664,YPGly_DAY1
Snap-8449.czi,0,665,YPGly_DAY1
Snap-8450.czi,1,665,YPGly_DAY1
Snap-8451.czi,0,666,YPGly_DAY1
Snap-8452.czi,1,666,YPGly_DAY1
Snap-8453.czi,0,667,YPGly_DAY1
Snap-8454.czi,1,667,YPGly_DAY1
Snap-8455.czi,0,668,YPGly_DAY1
Snap-8456.czi,1,668,YPGly_DAY1
Snap-8457.czi,0,669,YPGly_DAY1
Snap-8458.czi,1,669,YPGly_DAY1
Snap-8459.czi,0,670,YPGly_DAY1
Snap-8460.czi,1,670,YPGly_DAY1
Snap-8461.czi,0,671,YPGly_DAY1
Snap-8462.czi,1,671,YPGly_DAY1
Snap-8463.czi,0,672,YPGly_DAY1
Snap-8464.czi,1,672,YPGly_DAY1
Snap-8465.czi,0,673,YPGly_DAY1
Snap-8466.czi,1,673,YPGly_DAY1
Snap-8467.czi,0,674,YPGly_DAY1
Snap-8468.czi,1,674,YPGly_DAY1
Snap-8469.czi,0,675,YPGly_DAY1
Snap-8470.czi,1,675,YPGly_DAY1
Snap-8471.czi,0,676,YPGly_DAY1
Snap-8472.czi,1,676,YPGly_DAY1
Snap-8473.czi,0,677,YPGly_DAY1
Snap-8474.czi,1,677,YPGly_DAY1
Snap-8475.czi,0,678,YPGly_DAY1
Snap-8476.czi,1,678,YPGly_DAY1
Snap-8477.czi,0,679,YPGly_DAY1
Snap-8478.czi,1,679,YPGly_DAY1
Snap-8479.czi,0,680,YPGly_DAY1
Snap-8480.czi,1,680,YPGly_DAY1
Snap-8481.czi,0,681,YPGly_DAY1
Snap-8482.czi,1,681,YPGly_DAY1
Snap-8483.czi,0,682,YPGly_DAY1
Snap-8484.czi,1,682,YPGly_DAY1
Snap-8485.czi,0,683,YPGly_DAY1
Snap-8486.czi,1,683,YPGly_DAY1
Snap-8487.czi,0,684,YPGly_DAY1
Snap-8488.czi,1,684,YPGly_DAY1
Snap-8489.czi,0,685,YPGly_DAY1
Snap-8490.czi,1,685,YPGly_DAY1
Snap-8491.czi,0,686,YPGly_DAY1
Snap-8492.czi,1,686,YPGly_DAY1
Snap-8493.czi,0,687,YPGly_DAY1
Snap-8494.czi,1,687,YPGly_DAY1
Snap-8495.czi,0,688,YPGly_DAY1
Snap-8496.czi,1,688,YPGly_DAY1
Snap-8501.czi,0,689,YPGly_DAY1
Snap-8502.czi,1,689,YPGly_DAY1
Snap-8503.czi,0,690,YPGly_DAY1
Snap-8504.czi,1,690,YPGly_DAY1
Snap-8505.czi,0,691,YPGly_DAY1
Snap-8506.czi,1,691,YPGly_DAY1
Snap-8507.czi,0,692,YPGly_DAY1
Snap-8508.czi,1,692,YPGly_DAY1
Snap-8509.czi,0,693,YPGly_DAY1
Snap-8510.czi,1,693,YPGly_DAY1
Snap-8511.czi,0,694,YPGly_DAY1
Snap-8512.czi,1,694,YPGly_DAY1
Snap-8513.czi,0,695,YPGly_DAY1
Snap-8514.czi,1,695,YPGly_DAY1
Snap-8515.czi,0,696,YPGly_DAY1
Snap-8516.czi,1,696,YPGly_DAY1
Snap-8517.czi,0,697,YPGly_DAY1
Snap-8518.czi,1,697,YPGly_DAY1
Snap-8519.czi,0,698,YPGly_DAY1
Snap-8520.czi,1,698,YPGly_DAY1
Snap-8521.czi,0,699,YPGly_DAY1
Snap-8522.czi,1,699,YPGly_DAY1
Snap-8523.czi,0,700,YPGly_DAY1
Snap-8524.czi,1,700,YPGly_DAY1
Snap-8525.czi,0,701,YPGly_DAY1
Snap-8526.czi,1,701,YPGly_DAY1
Snap-8527.czi,0,702,YPGly_DAY1
Snap-8528.czi,1,702,YPGly_DAY1
Snap-8529.czi,0,703,YPGly_DAY1
Snap-8530.czi,1,703,YPGly_DAY1
Snap-8766.czi,0,704,YPGly_DAY2
Snap-8767.czi,1,704,YPGly_DAY2
Snap-8768.czi,0,705,YPGly_DAY2
Snap-8769.czi,1,705,YPGly_DAY2
Snap-8770.czi,0,706,YPGly_DAY2
Snap-8771.czi,1,706,YPGly_DAY2
Snap-8772.czi,0,707,YPGly_DAY2
Snap-8773.czi,1,707,YPGly_DAY2
Snap-8774.czi,0,708,YPGly_DAY2
Snap-8775.czi,1,708,YPGly_DAY2
Snap-8776.czi,0,709,YPGly_DAY2
Snap-8777.czi,1,709,YPGly_DAY2
Snap-8778.czi,0,710,YPGly_DAY2
Snap-8779.czi,1,710,YPGly_DAY2
Snap-8780.czi,0,711,YPGly_DAY2
Snap-8781.czi,1,711,YPGly_DAY2
Snap-8782.czi,0,712,YPGly_DAY2
Snap-8783.czi,1,712,YPGly_DAY2
Snap-8784.czi,0,713,YPGly_DAY2
Snap-8785.czi,1,713,YPGly_DAY2
Snap-8786.czi,0,714,YPGly_DAY2
Snap-8787.czi,1,714,YPGly_DAY2
Snap-8788.czi,0,715,YPGly_DAY2
Snap-8789.czi,1,715,YPGly_DAY2
Snap-8790.czi,0,716,YPGly_DAY2
Snap-8791.czi,1,716,YPGly_DAY2
Snap-8792.czi,0,717,YPGly_DAY2
Snap-8793.czi,1,717,YPGly_DAY2
Snap-8794.czi,0,718,YPGly_DAY2
Snap-8795.czi,1,718,YPGly_DAY2
Snap-8796.czi,0,719,YPGly_DAY2
Snap-8797.czi,1,719,YPGly_DAY2
Snap-8798.czi,0,720,YPGly_DAY2
Snap-8799.czi,1,720,YPGly_DAY2
Snap-8800.czi,0,721,YPGly_DAY2
Snap-8801.czi,1,721,YPGly_DAY2
Snap-8802.czi,0,722,YPGly_DAY2
Snap-8803.czi,1,722,YPGly_DAY2
Snap-8804.czi,0,723,YPGly_DAY2
Snap-8805.czi,1,723,YPGly_DAY2
Snap-8806.czi,0,724,YPGly_DAY2
Snap-8807.czi,1,724,YPGly_DAY2
Snap-8808.czi,0,725,YPGly_DAY2
Snap-8809.czi,1,725,YPGly_DAY2
Snap-8810.czi,0,726,YPGly_DAY2
Snap-8811.czi,1,726,YPGly_DAY2
Snap-8812.czi,0,727,YPGly_DAY2
Snap-8813.czi,1,727,YPGly_DAY2
Snap-8814.czi,0,728,YPGly_DAY2
Snap-8815.czi,1,728,YPGly_DAY2
Snap-8816.czi,0,729,YPGly_DAY2
Snap-8817.czi,1,729,YPGly_DAY2
Snap-8818.czi,0,730,YPGly_DAY2
Snap-8819.czi,1,730,YPGly_DAY2
Snap-8820.czi,0,731,YPGly_DAY2
Snap-8821.czi,1,731,YPGly_DAY2
Snap-8822.czi,0,732,YPGly_DAY2
Snap-8823.czi,1,732,YPGly_DAY2
Snap-8824.czi,0,733,YPGly_DAY2
Snap-8825.czi,1,733,YPGly_DAY2
Snap-8826.czi,0,734,YPGly_DAY2
Snap-8827.czi,1,734,YPGly_DAY2
Snap-8828.czi,0,735,YPGly_DAY2
Snap-8829.czi,1,735,YPGly_DAY2
Snap-8830.czi,0,736,YPGly_DAY2
Snap-8831.czi,1,736,YPGly_DAY2
Snap-8832.czi,0,737,YPGly_DAY2
Snap-8833.czi,1,737,YPGly_DAY2
Snap-8834.czi,0,738,YPGly_DAY2
Snap-8835.czi,1,738,YPGly_DAY2
Snap-8836.czi,0,739,YPGly_DAY2
Snap-8837.czi,1,739,YPGly_DAY2
Snap-8838.czi,0,740,YPGly_DAY2
Snap-8839.czi,1,740,YPGly_DAY2
Snap-8840.czi,0,741,YPGly_DAY2
Snap-8841.czi,1,741,YPGly_DAY2
Snap-8842.czi,0,742,YPGly_DAY2
Snap-8843.czi,1,742,YPGly_DAY2
Snap-8844.czi,0,743,YPGly_DAY2
Snap-8845.czi,1,743,YPGly_DAY2
Snap-8846.czi,0,744,YPGly_DAY2
Snap-8847.czi,1,744,YPGly_DAY2
Snap-8848.czi,0,745,YPGly_DAY2
Snap-8849.czi,1,745,YPGly_DAY2
Snap-8850.czi,0,746,YPGly_DAY2
Snap-8851.czi,1,746,YPGly_DAY2
Snap-8852.czi,0,747,YPGly_DAY2
Snap-8853.czi,1,747,YPGly_DAY2
Snap-8854.czi,0,748,YPGly_DAY2
Snap-8855.czi,1,748,YPGly_DAY2
Snap-8856.czi,0,749,YPGly_DAY2
Snap-8857.czi,1,749,YPGly_DAY2
Snap-8858.czi,0,750,YPGly_DAY2
Snap-8859.czi,1,750,YPGly_DAY2
Snap-8860.czi,0,751,YPGly_DAY2
Snap-8861.czi,1,751,YPGly_DAY2
Snap-8862.czi,0,752,YPGly_DAY2
Snap-8863.czi,1,752,YPGly_DAY2
Snap-8864.czi,0,753,YPGly_DAY2
Snap-8865.czi,1,753,YPGly_DAY2
Snap-8866.czi,0,754,YPGly_DAY2
Snap-8867.czi,1,754,YPGly_DAY2
Snap-8868.czi,0,755,YPGly_DAY2
Snap-8869.czi,1,755,YPGly_DAY2
Snap-8870.czi,0,756,YPGly_DAY2
Snap-8871.czi,1,756,YPGly_DAY2
Snap-8872.czi,0,757,YPGly_DAY2
Snap-8873.czi,1,757,YPGly_DAY2
Snap-8874.czi,0,758,YPGly_DAY2
Snap-8875.czi,1,758,YPGly_DAY2
Snap-9128.czi,0,759,YPGly_DAY3
Snap-9129.czi,1,759,YPGly_DAY3
Snap-9130.czi,0,760,YPGly_DAY3
Snap-9131.czi,1,760,YPGly_DAY3
Snap-9132.czi,0,761,YPGly_DAY3
Snap-9133.czi,1,761,YPGly_DAY3
Snap-9134.czi,0,762,YPGly_DAY3
Snap-9135.czi,1,762,YPGly_DAY3
Snap-9136.czi,0,763,YPGly_DAY3
Snap-9137.czi,1,763,YPGly_DAY3
Snap-9138.czi,0,764,YPGly_DAY3
Snap-9139.czi,1,764,YPGly_DAY3
Snap-9140.czi,0,765,YPGly_DAY3
Snap-9141.czi,1,765,YPGly_DAY3
Snap-9142.czi,0,766,YPGly_DAY3
Snap-9143.czi,1,766,YPGly_DAY3
Snap-9144.czi,0,767,YPGly_DAY3
Snap-9145.czi,1,767,YPGly_DAY3
Snap-9146.czi,0,768,YPGly_DAY3
Snap-9147.czi,1,768,YPGly_DAY3
Snap-9148.czi,0,769,YPGly_DAY3
Snap-9149.czi,1,769,YPGly_DAY3
Snap-9150.czi,0,770,YPGly_DAY3
Snap-9151.czi,1,770,YPGly_DAY3
Snap-9152.czi,0,771,YPGly_DAY3
Snap-9153.czi,1,771,YPGly_DAY3
Snap-9154.czi,0,772,YPGly_DAY3
Snap-9155.czi,1,772,YPGly_DAY3
Snap-9156.czi,0,773,YPGly_DAY3
Snap-9157.czi,1,773,YPGly_DAY3
Snap-9158.czi,0,774,YPGly_DAY3
Snap-9159.czi,1,774,YPGly_DAY3
Snap-9160.czi,0,775,YPGly_DAY3
Snap-9161.czi,1,775,YPGly_DAY3
Snap-9162.czi,0,776,YPGly_DAY3
Snap-9163.czi,1,776,YPGly_DAY3
Snap-9164.czi,0,777,YPGly_DAY3
Snap-9165.czi,1,777,YPGly_DAY3
Snap-9166.czi,0,778,YPGly_DAY3
Snap-9167.czi,1,778,YPGly_DAY3
Snap-9168.czi,0,779,YPGly_DAY3
Snap-9169.czi,1,779,YPGly_DAY3
Snap-9170.czi,0,780,YPGly_DAY3
Snap-9171.czi,1,780,YPGly_DAY3
Snap-9172.czi,0,781,YPGly_DAY3
Snap-9173.czi,1,781,YPGly_DAY3
Snap-9174.czi,0,782,YPGly_DAY3
Snap-9175.czi,1,782,YPGly_DAY3
Snap-9176.czi,0,783,YPGly_DAY3
Snap-9177.czi,1,783,YPGly_DAY3
Snap-9178.czi,0,784,YPGly_DAY3
Snap-9179.czi,1,784,YPGly_DAY3
Snap-9180.czi,0,785,YPGly_DAY3
Snap-9181.czi,1,785,YPGly_DAY3
Snap-9182.czi,0,786,YPGly_DAY3
Snap-9184.czi,1,786,YPGly_DAY3
Snap-9185.czi,0,787,YPGly_DAY3
Snap-9186.czi,1,787,YPGly_DAY3
Snap-9187.czi,0,788,YPGly_DAY3
Snap-9188.czi,1,788,YPGly_DAY3
Snap-9189.czi,0,789,YPGly_DAY3
Snap-9190.czi,1,789,YPGly_DAY3
Snap-9191.czi,0,790,YPGly_DAY3
Snap-9192.czi,1,790,YPGly_DAY3
Snap-9193.czi,0,791,YPGly_DAY3
Snap-9194.czi,1,791,YPGly_DAY3
Snap-9195.czi,0,792,YPGly_DAY3
Snap-9196.czi,1,792,YPGly_DAY3
Snap-9197.czi,0,793,YPGly_DAY3
Snap-9198.czi,1,793,YPGly_DAY3
Snap-9199.czi,0,794,YPGly_DAY3
Snap-9200.czi,1,794,YPGly_DAY3
Snap-9201.czi,0,795,YPGly_DAY3
Snap-9202.czi,1,795,YPGly_DAY3
Snap-9203.czi,0,796,YPGly_DAY3
Snap-9204.czi,1,796,YPGly_DAY3
Snap-9205.czi,0,797,YPGly_DAY3
Snap-9206.czi,1,797,YPGly_DAY3
Snap-9207.czi,0,798,YPGly_DAY3
Snap-9208.czi,1,798,YPGly_DAY3
Snap-9209.czi,0,799,YPGly_DAY3
Snap-9210.czi,1,799,YPGly_DAY3
Snap-9211.czi,0,800,YPGly_DAY3
Snap-9212.czi,1,800,YPGly_DAY3
Snap-9213.czi,0,801,YPGly_DAY3
Snap-9214.czi,1,801,YPGly_DAY3
Snap-9215.czi,0,802,YPGly_DAY3
Snap-9216.czi,1,802,YPGly_DAY3
Snap-9217.czi,0,803,YPGly_DAY3
Snap-9218.czi,1,803,YPGly_DAY3
Snap-9219.czi,0,804,YPGly_DAY3
Snap-9220.czi,1,804,YPGly_DAY3
